shape1_sides,shape1_shade,shape1_texture,shape2_sides,shape2_shade,shape2_texture,shape3_sides,shape3_shade,shape3_texture,value,metric,metric_value
circle,medium,plain,circle,medium,stripes,square,medium,dots,-8.494459598574545,,
circle,medium,dots,circle,medium,stripes,square,medium,plain,-8.494459598574545,,
circle,medium,dots,square,medium,plain,square,medium,plain,-8.494459598574545,,
circle,medium,dots,square,medium,dots,square,medium,stripes,-8.494459598574545,,
circle,medium,dots,triangle,medium,plain,triangle,medium,stripes,-8.494459598574545,,
circle,medium,stripes,triangle,medium,plain,triangle,medium,dots,-8.494459598574545,,
circle,medium,stripes,circle,medium,dots,triangle,medium,dots,-8.494459598574545,,
square,medium,plain,triangle,medium,plain,triangle,medium,dots,-8.494459598574545,,
circle,medium,stripes,triangle,medium,plain,triangle,medium,plain,-8.494459598574545,,
circle,medium,plain,square,medium,dots,circle,medium,dots,-8.494459598574545,,
circle,medium,stripes,triangle,medium,plain,circle,medium,stripes,-8.494459598574545,,
circle,medium,dots,triangle,medium,dots,triangle,medium,stripes,-8.494459598574545,,
circle,medium,stripes,square,medium,stripes,square,medium,dots,-8.494459598574545,,
circle,medium,dots,square,medium,plain,circle,medium,plain,-8.494459598574545,,
circle,medium,dots,square,medium,plain,circle,medium,stripes,-8.494459598574545,,
circle,medium,dots,circle,medium,plain,square,medium,dots,-8.494459598574545,,
circle,medium,stripes,triangle,medium,dots,circle,medium,plain,-8.494459598574545,,
circle,medium,plain,square,medium,plain,circle,medium,plain,-8.494459598574545,,
circle,medium,plain,square,medium,plain,circle,medium,stripes,-8.494459598574545,,
circle,medium,dots,circle,medium,dots,square,medium,dots,-8.494459598574545,,
circle,medium,dots,square,medium,stripes,square,medium,dots,-8.494459598574545,,
circle,medium,plain,circle,medium,stripes,square,medium,plain,-8.494459598574545,,
circle,medium,dots,square,medium,dots,circle,medium,dots,-8.494459598574545,,
circle,medium,dots,circle,medium,plain,triangle,medium,plain,-8.494459598574545,,
circle,medium,stripes,circle,medium,plain,square,medium,plain,-8.494459598574545,,
circle,medium,dots,square,medium,plain,circle,medium,dots,-8.494459598574545,,
circle,medium,dots,triangle,medium,plain,circle,medium,stripes,-8.494459598574545,,
circle,medium,dots,circle,medium,dots,triangle,medium,plain,-8.494459598574545,,
circle,medium,plain,circle,medium,plain,triangle,medium,plain,-8.494459598574545,,
circle,medium,dots,triangle,medium,plain,circle,medium,dots,-8.494459598574545,,
circle,medium,plain,circle,medium,stripes,triangle,medium,plain,-8.494459598574545,,
circle,medium,stripes,circle,medium,plain,triangle,medium,dots,-8.494459598574545,,
circle,medium,dots,triangle,medium,plain,circle,medium,plain,-8.494459598574545,,
circle,medium,dots,circle,medium,dots,triangle,medium,dots,-8.494459598574545,,
circle,medium,dots,circle,medium,dots,triangle,medium,stripes,-8.494459598574545,,
circle,medium,dots,circle,medium,dots,square,medium,plain,-8.494459598574545,,
circle,medium,stripes,triangle,medium,plain,circle,medium,plain,-8.494459598574545,,
circle,medium,stripes,square,medium,stripes,square,medium,stripes,-8.494459598574545,,
circle,medium,dots,triangle,medium,dots,triangle,medium,dots,-8.494459598574545,,
circle,medium,dots,triangle,medium,dots,circle,medium,stripes,-8.494459598574545,,
circle,medium,dots,triangle,medium,stripes,circle,medium,stripes,-8.494459598574545,,
circle,medium,plain,triangle,medium,dots,triangle,medium,plain,-8.494459598574545,,
circle,medium,plain,triangle,medium,stripes,circle,medium,stripes,-8.494459598574545,,
circle,medium,plain,square,medium,stripes,square,medium,plain,-8.494459598574545,,
circle,medium,plain,circle,medium,dots,triangle,medium,plain,-8.494459598574545,,
circle,medium,stripes,square,medium,plain,square,medium,plain,-8.494459598574545,,
circle,medium,plain,triangle,medium,dots,triangle,medium,dots,-8.494459598574545,,
circle,medium,plain,triangle,medium,plain,triangle,medium,stripes,-8.494459598574545,,
circle,medium,plain,triangle,medium,plain,triangle,medium,dots,-8.494459598574545,,
circle,medium,stripes,square,medium,plain,square,medium,stripes,-8.494459598574545,,
circle,medium,stripes,circle,medium,stripes,triangle,medium,plain,-8.494459598574545,,
circle,medium,stripes,circle,medium,stripes,triangle,medium,dots,-8.494459598574545,,
circle,medium,stripes,square,medium,stripes,square,medium,plain,-8.494459598574545,,
circle,medium,dots,triangle,medium,stripes,triangle,medium,dots,-8.494459598574545,,
circle,medium,stripes,square,medium,plain,circle,medium,dots,-8.494459598574545,,
circle,medium,plain,triangle,medium,plain,triangle,medium,plain,-8.494459598574545,,
circle,medium,plain,square,medium,dots,square,medium,plain,-8.494459598574545,,
circle,medium,dots,triangle,medium,dots,circle,medium,dots,-8.494459598574545,,
circle,medium,stripes,circle,medium,stripes,triangle,medium,stripes,-8.494459598574545,,
circle,medium,stripes,triangle,medium,stripes,triangle,medium,stripes,-8.494459598574545,,
circle,medium,dots,triangle,medium,stripes,triangle,medium,stripes,-8.494459598574545,,
circle,medium,stripes,square,medium,dots,circle,medium,plain,-8.494459598574545,,
circle,medium,plain,triangle,medium,plain,circle,medium,stripes,-8.494459598574545,,
circle,medium,stripes,square,medium,dots,square,medium,dots,-8.494459598574545,,
circle,medium,plain,triangle,medium,plain,circle,medium,dots,-8.494459598574545,,
circle,medium,dots,triangle,medium,stripes,triangle,medium,plain,-8.494459598574545,,
circle,medium,dots,square,medium,dots,circle,medium,stripes,-8.494459598574545,,
square,medium,stripes,circle,medium,plain,circle,medium,stripes,-8.494459598574545,,
square,medium,dots,square,medium,stripes,circle,medium,plain,-8.494459598574545,,
circle,medium,plain,triangle,medium,dots,triangle,medium,stripes,-8.494459598574547,,
square,medium,plain,square,medium,stripes,circle,medium,plain,-8.494459598574547,,
circle,medium,plain,circle,medium,plain,triangle,medium,dots,-8.494459598574547,,
circle,medium,dots,circle,medium,plain,triangle,medium,dots,-8.494459598574547,,
circle,medium,plain,square,medium,plain,square,medium,plain,-8.494459598574547,,
circle,medium,dots,circle,medium,stripes,triangle,medium,plain,-8.494459598574547,,
circle,medium,dots,circle,medium,plain,triangle,medium,stripes,-8.494459598574547,,
square,medium,dots,square,medium,dots,circle,medium,stripes,-8.494459598574547,,
square,medium,stripes,square,medium,stripes,triangle,medium,dots,-8.494459598574547,,
square,medium,plain,square,medium,dots,circle,medium,plain,-8.494459598574547,,
square,medium,dots,square,medium,dots,triangle,medium,dots,-8.494459598574547,,
square,medium,plain,triangle,medium,plain,square,medium,dots,-8.494459598574547,,
circle,medium,plain,circle,medium,dots,square,medium,dots,-8.494459598574547,,
square,medium,dots,square,medium,dots,triangle,medium,stripes,-8.494459598574547,,
square,medium,stripes,triangle,medium,plain,triangle,medium,dots,-8.494459598574547,,
square,medium,stripes,triangle,medium,plain,triangle,medium,stripes,-8.494459598574547,,
square,medium,stripes,circle,medium,dots,circle,medium,dots,-8.494459598574547,,
square,medium,plain,circle,medium,stripes,square,medium,dots,-8.494459598574547,,
square,medium,stripes,triangle,medium,dots,square,medium,dots,-8.494459598574547,,
square,medium,stripes,triangle,medium,dots,square,medium,plain,-8.494459598574547,,
square,medium,stripes,square,medium,stripes,circle,medium,stripes,-8.494459598574547,,
square,medium,plain,circle,medium,dots,circle,medium,dots,-8.494459598574547,,
circle,medium,dots,triangle,medium,plain,triangle,medium,plain,-8.494459598574547,,
circle,medium,stripes,triangle,medium,dots,triangle,medium,plain,-8.494459598574547,,
square,medium,stripes,square,medium,plain,triangle,medium,plain,-8.494459598574547,,
circle,medium,plain,square,medium,stripes,square,medium,stripes,-8.494459598574547,,
circle,medium,dots,square,medium,stripes,circle,medium,stripes,-8.494459598574547,,
circle,medium,plain,circle,medium,stripes,triangle,medium,stripes,-8.494459598574547,,
circle,medium,dots,square,medium,stripes,circle,medium,dots,-8.494459598574547,,
circle,medium,stripes,circle,medium,stripes,square,medium,plain,-8.494459598574547,,
circle,medium,dots,circle,medium,dots,square,medium,stripes,-8.494459598574547,,
circle,medium,stripes,circle,medium,stripes,square,medium,stripes,-8.494459598574547,,
circle,medium,dots,triangle,medium,stripes,circle,medium,plain,-8.494459598574547,,
circle,medium,plain,triangle,medium,stripes,circle,medium,plain,-8.494459598574547,,
circle,medium,plain,square,medium,dots,square,medium,dots,-8.494459598574547,,
circle,medium,plain,square,medium,dots,square,medium,stripes,-8.494459598574547,,
circle,medium,plain,circle,medium,dots,square,medium,stripes,-8.494459598574547,,
circle,medium,stripes,triangle,medium,stripes,circle,medium,plain,-8.494459598574547,,
circle,medium,stripes,circle,medium,dots,square,medium,plain,-8.494459598574547,,
circle,medium,stripes,square,medium,stripes,circle,medium,stripes,-8.494459598574547,,
circle,medium,plain,triangle,medium,dots,circle,medium,dots,-8.494459598574547,,
circle,medium,stripes,circle,medium,dots,triangle,medium,plain,-8.494459598574547,,
circle,medium,stripes,triangle,medium,stripes,circle,medium,stripes,-8.494459598574547,,
circle,medium,plain,triangle,medium,dots,circle,medium,plain,-8.494459598574547,,
circle,medium,plain,circle,medium,stripes,square,medium,stripes,-8.494459598574547,,
circle,medium,dots,triangle,medium,plain,triangle,medium,dots,-8.494459598574547,,
square,medium,dots,circle,medium,stripes,circle,medium,plain,-8.494459598574547,,
square,medium,plain,circle,medium,stripes,circle,medium,stripes,-8.494459598574547,,
circle,medium,stripes,triangle,medium,dots,circle,medium,stripes,-8.494459598574547,,
square,medium,dots,circle,medium,dots,circle,medium,stripes,-8.494459598574547,,
square,medium,plain,triangle,medium,dots,square,medium,plain,-8.494459598574547,,
square,medium,plain,circle,medium,stripes,square,medium,plain,-8.494459598574547,,
square,medium,dots,triangle,medium,plain,triangle,medium,plain,-8.494459598574547,,
square,medium,dots,circle,medium,dots,circle,medium,dots,-8.494459598574547,,
square,medium,dots,triangle,medium,stripes,square,medium,stripes,-8.494459598574547,,
square,medium,plain,square,medium,dots,circle,medium,dots,-8.494459598574547,,
square,medium,plain,triangle,medium,plain,square,medium,plain,-8.494459598574547,,
square,medium,dots,square,medium,stripes,triangle,medium,dots,-8.494459598574547,,
square,medium,plain,square,medium,dots,circle,medium,stripes,-8.494459598574547,,
square,medium,plain,square,medium,stripes,triangle,medium,plain,-8.494459598574547,,
square,medium,dots,circle,medium,stripes,square,medium,dots,-8.494459598574547,,
square,medium,dots,triangle,medium,plain,square,medium,stripes,-8.494459598574547,,
square,medium,dots,triangle,medium,plain,square,medium,dots,-8.494459598574547,,
square,medium,dots,square,medium,plain,triangle,medium,stripes,-8.494459598574547,,
square,medium,dots,circle,medium,dots,square,medium,stripes,-8.494459598574547,,
square,medium,plain,square,medium,plain,triangle,medium,stripes,-8.494459598574547,,
square,medium,dots,square,medium,stripes,triangle,medium,plain,-8.494459598574547,,
square,medium,stripes,square,medium,dots,triangle,medium,plain,-8.494459598574547,,
square,medium,plain,square,medium,stripes,triangle,medium,dots,-8.494459598574547,,
square,medium,plain,square,medium,plain,triangle,medium,dots,-8.494459598574547,,
square,medium,plain,triangle,medium,stripes,square,medium,dots,-8.494459598574547,,
square,medium,plain,circle,medium,stripes,square,medium,stripes,-8.494459598574547,,
square,medium,plain,circle,medium,dots,square,medium,stripes,-8.494459598574547,,
square,medium,stripes,triangle,medium,dots,triangle,medium,dots,-8.494459598574547,,
square,medium,plain,square,medium,dots,triangle,medium,dots,-8.494459598574547,,
square,medium,plain,circle,medium,stripes,circle,medium,dots,-8.494459598574547,,
square,medium,stripes,circle,medium,plain,square,medium,plain,-8.494459598574547,,
square,medium,stripes,triangle,medium,stripes,square,medium,dots,-8.494459598574547,,
square,medium,plain,triangle,medium,dots,triangle,medium,stripes,-8.494459598574547,,
square,medium,stripes,square,medium,plain,circle,medium,stripes,-8.494459598574547,,
square,medium,dots,circle,medium,plain,circle,medium,dots,-8.494459598574547,,
square,medium,dots,circle,medium,stripes,circle,medium,dots,-8.494459598574547,,
square,medium,dots,circle,medium,stripes,square,medium,stripes,-8.494459598574547,,
square,medium,stripes,triangle,medium,stripes,triangle,medium,plain,-8.494459598574547,,
square,medium,stripes,triangle,medium,stripes,triangle,medium,stripes,-8.494459598574547,,
square,medium,plain,square,medium,dots,triangle,medium,plain,-8.494459598574547,,
square,medium,plain,circle,medium,dots,square,medium,plain,-8.494459598574547,,
square,medium,stripes,triangle,medium,dots,triangle,medium,stripes,-8.494459598574547,,
square,medium,stripes,circle,medium,stripes,circle,medium,dots,-8.494459598574547,,
square,medium,dots,triangle,medium,dots,triangle,medium,stripes,-8.494459598574547,,
square,medium,stripes,triangle,medium,stripes,square,medium,plain,-8.494459598574547,,
square,medium,plain,triangle,medium,dots,square,medium,dots,-8.494459598574547,,
square,medium,plain,triangle,medium,stripes,square,medium,plain,-8.494459598574547,,
circle,medium,stripes,circle,medium,plain,triangle,medium,stripes,-8.494459598574547,,
circle,medium,plain,triangle,medium,dots,circle,medium,stripes,-8.494459598574547,,
circle,medium,stripes,circle,medium,plain,triangle,medium,plain,-8.494459598574547,,
triangle,medium,plain,triangle,medium,stripes,square,medium,plain,-8.494459598574547,,
triangle,medium,dots,triangle,medium,plain,circle,medium,dots,-8.494459598574547,,
triangle,medium,dots,square,medium,plain,triangle,medium,stripes,-8.494459598574547,,
triangle,medium,plain,square,medium,dots,triangle,medium,stripes,-8.494459598574547,,
triangle,medium,plain,triangle,medium,stripes,circle,medium,plain,-8.494459598574547,,
triangle,medium,stripes,square,medium,plain,square,medium,plain,-8.494459598574547,,
triangle,medium,stripes,square,medium,plain,square,medium,stripes,-8.494459598574547,,
triangle,medium,stripes,circle,medium,dots,circle,medium,stripes,-8.494459598574547,,
triangle,medium,dots,triangle,medium,plain,circle,medium,plain,-8.494459598574547,,
triangle,medium,plain,circle,medium,stripes,triangle,medium,dots,-8.494459598574547,,
triangle,medium,stripes,square,medium,dots,triangle,medium,dots,-8.494459598574547,,
triangle,medium,plain,square,medium,stripes,triangle,medium,plain,-8.494459598574547,,
circle,medium,stripes,triangle,medium,plain,triangle,medium,stripes,-8.494459598574547,,
triangle,medium,plain,square,medium,plain,square,medium,stripes,-8.494459598574547,,
triangle,medium,plain,triangle,medium,stripes,square,medium,dots,-8.494459598574547,,
circle,medium,stripes,triangle,medium,dots,circle,medium,dots,-8.494459598574547,,
triangle,medium,plain,circle,medium,dots,circle,medium,plain,-8.494459598574547,,
triangle,medium,dots,square,medium,stripes,triangle,medium,dots,-8.494459598574547,,
triangle,medium,plain,circle,medium,stripes,circle,medium,plain,-8.494459598574547,,
triangle,medium,stripes,triangle,medium,dots,square,medium,stripes,-8.494459598574547,,
triangle,medium,dots,circle,medium,stripes,triangle,medium,plain,-8.494459598574547,,
